Animal sire dam
2141 381 881
2142 381 881
2143 381 881
2144 382 882
2145 382 882
2146 382 882
2147 383 883
2148 383 883
2149 383 883
2150 384 884
2151 384 884
2152 384 884
2153 385 885
2154 385 885
2155 385 885
2156 386 886
2157 386 886
2158 386 886
2159 387 887
2160 387 887
2161 387 887
2162 388 888
2163 388 888
2164 388 888
2165 389 889
2166 389 889
2167 389 889
2168 390 890
2169 390 890
2170 390 890
2171 391 891
2172 391 891
2173 391 891
2174 392 892
2175 392 892
2176 392 892
2177 393 893
2178 393 893
2179 393 893
2180 394 894
2181 394 894
2182 394 894
2183 395 895
2184 395 895
2185 395 895
2186 396 896
2187 396 896
2188 396 896
2189 397 897
2190 397 897
2191 397 897
2192 398 898
2193 398 898
2194 398 898
2195 399 899
2196 399 899
2197 399 899
2198 400 900
2199 400 900
2200 400 900
2201 401 901
2202 401 901
2203 401 901
2204 402 902
2205 402 902
2206 402 902
2207 403 903
2208 403 903
2209 403 903
2210 404 904
2211 404 904
2212 404 904
2213 405 905
2214 405 905
2215 405 905
2216 406 906
2217 406 906
2218 406 906
2219 407 907
2220 407 907
2221 407 907
2222 408 908
2223 408 908
2224 408 908
2225 409 909
2226 409 909
2227 409 909
2228 410 910
2229 410 910
2230 410 910
2231 411 911
2232 411 911
2233 411 911
2234 412 912
2235 412 912
2236 412 912
2237 413 913
2238 413 913
2239 413 913
2240 414 914
2241 414 914
2242 414 914
2243 415 915
2244 415 915
2245 415 915
2246 416 916
2247 416 916
2248 416 916
2249 417 917
2250 417 917
2251 417 917
2252 418 918
2253 418 918
2254 418 918
2255 419 919
2256 419 919
2257 419 919
2258 420 920
2259 420 920
2260 420 920
2261 421 921
2262 421 921
2263 421 921
2264 422 922
2265 422 922
2266 422 922
2267 423 923
2268 423 923
2269 423 923
2270 424 924
2271 424 924
2272 424 924
2273 425 925
2274 425 925
2275 425 925
2276 426 926
2277 426 926
2278 426 926
2279 427 927
2280 427 927
2281 427 927
2282 428 928
2283 428 928
2284 428 928
2285 429 929
2286 429 929
2287 429 929
2288 430 930
2289 430 930
2290 430 930
2291 431 931
2292 431 931
2293 431 931
2294 432 932
2295 432 932
2296 432 932
2297 433 933
2298 433 933
2299 433 933
2300 434 934
2301 434 934
2302 434 934
2303 435 935
2304 435 935
2305 435 935
2306 436 936
2307 436 936
2308 436 936
2309 437 937
2310 437 937
2311 437 937
2312 438 938
2313 438 938
2314 438 938
2315 439 939
2316 439 939
2317 439 939
2318 440 940
2319 440 940
2320 440 940
2321 441 941
2322 441 941
2323 441 941
2324 442 942
2325 442 942
2326 442 942
2327 443 943
2328 443 943
2329 443 943
2330 444 944
2331 444 944
2332 444 944
2333 445 945
2334 445 945
2335 445 945
2336 446 946
2337 446 946
2338 446 946
2339 447 947
2340 447 947
2341 447 947
2342 448 948
2343 448 948
2344 448 948
2345 449 949
2346 449 949
2347 449 949
2348 450 950
2349 450 950
2350 450 950
2351 451 951
2352 451 951
2353 451 951
2354 452 952
2355 452 952
2356 452 952
2357 453 953
2358 453 953
2359 453 953
2360 454 954
2361 454 954
2362 454 954
2363 455 955
2364 455 955
2365 455 955
2366 456 956
2367 456 956
2368 456 956
2369 457 957
2370 457 957
2371 457 957
2372 458 958
2373 458 958
2374 458 958
2375 459 959
2376 459 959
2377 459 959
2378 460 960
2379 460 960
2380 460 960
2381 461 961
2382 461 961
2383 461 961
2384 462 962
2385 462 962
2386 462 962
2387 463 963
2388 463 963
2389 463 963
2390 464 964
2391 464 964
2392 464 964
2393 465 965
2394 465 965
2395 465 965
2396 466 966
2397 466 966
2398 466 966
2399 467 967
2400 467 967
2401 467 967
2402 468 968
2403 468 968
2404 468 968
2405 469 969
2406 469 969
2407 469 969
2408 470 970
2409 470 970
2410 470 970
2411 471 971
2412 471 971
2413 471 971
2414 472 972
2415 472 972
2416 472 972
2417 473 973
2418 473 973
2419 473 973
2420 474 974
2421 474 974
2422 474 974
2423 475 975
2424 475 975
2425 475 975
2426 476 976
2427 476 976
2428 476 976
2429 477 977
2430 477 977
2431 477 977
2432 478 978
2433 478 978
2434 478 978
2435 479 979
2436 479 979
2437 479 979
2438 480 980
2439 480 980
2440 480 980
2441 481 981
2442 481 981
2443 481 981
2444 482 982
2445 482 982
2446 482 982
2447 483 983
2448 483 983
2449 483 983
2450 484 984
2451 484 984
2452 484 984
2453 485 985
2454 485 985
2455 485 985
2456 486 986
2457 486 986
2458 486 986
2459 487 987
2460 487 987
2461 487 987
2462 488 988
2463 488 988
2464 488 988
2465 489 989
2466 489 989
2467 489 989
2468 490 990
2469 490 990
2470 490 990
2471 491 991
2472 491 991
2473 491 991
2474 492 992
2475 492 992
2476 492 992
2477 493 993
2478 493 993
2479 493 993
2480 494 994
2481 494 994
2482 494 994
2483 495 995
2484 495 995
2485 495 995
2486 496 996
2487 496 996
2488 496 996
2489 497 997
2490 497 997
2491 497 997
2492 498 998
2493 498 998
2494 498 998
2495 499 999
2496 499 999
2497 499 999
2498 500 1000
2499 500 1000
2500 500 1000
